444,Puskesmas,53190200012,1000051140,LEMPANG PAJI,Puskesmas Non Perawatan,Ds. Lemang Paji Kec. Elar Selatan,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531909,Elar Selatan,-8.51956,120.7941,,lempangpajipkm21@gmail.com,,Operasional,Aktif,Lempang Paji
445,Puskesmas,53190200027,1000051073,LENANG,Puskesmas Non Perawatan,"Lonto Ulu, Desa Golo Wune, Kecamatan Lamba Leda Selatan, Kabupaten Manggarai Timur",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531902,Poco Ranaka,-8.54099,120.5663,82235113691,uptdpuskesmaslenang@gmail.com,,Operasional,Aktif,Lenang
447,Puskesmas,53190200011,1000051114,MAMBA,Puskesmas Non Perawatan,"Jalan Barubong-Nekopadu, Dusun Mamba, RT 014/RW 005, Desa Paan Waru, Kecamatan Elar selatan",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531909,Elar Selatan,-8.58284,120.83295,,puskesmasmamba@gmail.com,,Operasional,Aktif,Mamba
448,Puskesmas,53190200016,1000051035,MANO,Puskesmas Perawatan (Rawat Inap),"Mano, Kelurahan Mando Sawu, Kec.  Lamba Leda Selatan",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531902,Poco Ranaka,-8.52631,120.60702,85253085077,uptdpuskesmasmano@gmail.com,,Operasional,Aktif,Mano
453,Puskesmas,53190200014,1000051152,POTA,Puskesmas Perawatan (Rawat Inap),"Ds. Pota, Kec. Sambi Rampas",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531904,Sambi Rampas,-8.35457,120.74584,82194120215,puskesmaspota@gmail.com,,Operasional,Aktif,Pota
454,Puskesmas,53190200029,1000051205,RUNUS,Puskesmas Non Perawatan,"Runus, RT 001/RW 001, Desa Langgasai, Kecamatan Elar Selatan, Kabupaten Manggarai Timur",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531909,Elar Selatan,-8.61878,120.82513,8123718003,pkmrunus@gmail.com,,Operasional,Aktif,Runus
455,Puskesmas,53190200003,1000051176,SITA,Puskesmas Non Perawatan,"Sita, Desa Sita, Kec. Rana Mese",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531907,Rana Mese,-8.74055,120.57328,85237096356,pkm.sita18@gmail.com,,Operasional,Aktif,Sita
456,Puskesmas,53190200002,1000050990,TILIR,Puskesmas Perawatan (Rawat Inap),"Ds. Benteng Riwu, Kec. Borong",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531901,Borong,-8.64983,120.64161,82147198365,uptdpkmtilir@gmail.com,,Operasional,Aktif,Tilir
457,Puskesmas,53190200006,1000051138,WAE LENGGA,Puskesmas Perawatan (Rawat Inap),Kelurahan Watu Nggene Kec. Kota Komba,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531906,Kota Komba,-8.83842,120.77264,82147078221,uptdpuskesmaswaelengga@gmail.com,,Operasional,Aktif,Waelengga
458,Puskesmas,53190200025,1000051126,WAE NENDA,Puskesmas Non Perawatan,Desa Golo Lembur Kec. Lamba Leda,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531903,Lamba Leda,-8.45293,120.6202,85239388321,Puskesmaswaenendabok@gmail.com,,Operasional,Aktif,Wae Nenda
459,Puskesmas,53190200015,1000051255,WATU NGGONG,Puskesmas Perawatan (Rawat Inap),"Desa Satar Nawang, Kecamatan Congkar",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531912,Congkar,-8.51901,120.6946,81239517935,pkm.watunggong2018@gmail.com,,Operasional,Aktif,Watunggong
460,Puskesmas,53190200022,1000051164,WELENG,Puskesmas Non Perawatan,"Weleng, Desa Nampar Tabang  Kec. Lamba Leda Utara",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531911,Lamba Leda Utara,-8.36733,120.52784,81238368280,welengpuskesmas@gmail.com,,Operasional,Aktif,Weleng
